gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	Mean Missense MGAEntropy	Mean VEST Score	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree	oncogene score	tsg score	other score	driver score	majority vote class	majority vote cancer gene	training list class	oncogene p-value	oncogene q-value	tsg p-value	tsg q-value	driver p-value	driver q-value
CARD11	3465	0.05555555555555555	0.018518518518518517	0.0	0.7870370370370371	0.06481481481481481	0.9765878690314564	0.07407407407407407	0.05555555555555555	0.9008695688748024	0.6762481155014003	0.5293333333333334	0.009259259259259259	12.142857142857142	14.571428571428573	0.9082652134423252	0.14905	6e-05	0.00011290215064248972	635399.8	558.0	0.02412943	1.3015204391005658e-05	21.0	0.375	0.221	0.404	0.596	0	1	1	0.020877025738798856	0.28374999999999995	0.08808388941849381	0.27664670658682633	0.012774070543374642	0.06350710900473934
SMARCD1	1548	0.0	0.2307692307692308	0.07692307692307693	0.6923076923076923	0.0	1.0	0.0	0.0	0.8336995972754957	0.3006967358264445	0.7614615384615385	0.0	9.0	13.0	0.018185455272872755	1.0	0.3711952487008166	0.7390597913838799	1003045.0	211.0	0.05614912	0.00047978689530273934	104.0	0.085	0.51	0.405	0.595	2	1	0	0.5767397521448999	0.9999046711153481	0.008198284080076262	0.06771653543307085	0.012964728312678742	0.06415094339622641
CHEK1	1431	0.07692307692307693	0.0	0.0	0.5384615384615384	0.0	1.0	0.38461538461538464	0.0	0.7586640142018065	0.5997310537831426	0.6379230769230768	0.0	3.5	6.0	1.0	1.0	0.3912363067292645	0.7583894900294554	477807.3	595.0	0.01786709	0.0005432775187306041	74.0	0.087	0.507	0.406	0.594	2	1	0	0.567302192564347	0.9999046711153481	0.008388941849380362	0.06874999999999999	0.01306005719733079	0.06431924882629107
CLTCL1	4923	0.0	0.25	0.0	0.5	0.0	1.0	0.25	0.0	0.5	1.40914942787	0.5575	0.0	2.0	4.0	0.3487966515521451	1.0	0.9182736455463728	0.9965655132698104	488349.5	222.0	0.01115917	8.347334093382015e-05	33.0	0.05500000000000001	0.538	0.4069999999999999	0.5930000000000001	2	1	0	0.7822688274547188	0.9999046711153481	0.005624404194470925	0.047967479674796754	0.01315538608198284	0.06448598130841121
GATA1	1242	0.0	0.1176470588235294	0.0	0.7647058823529411	0.17647058823529413	0.9011575366850628	0.1176470588235294	0.0	0.8164417563493367	1.0113602609482308	0.384	0.0	13.0	17.0	0.17611835153222966	0.00577	0.79479	0.029280117936279118	823538.7	446.80162767039667	0.02874381	0.0001283650250100131	56.0	0.22999999999999998	0.36300000000000004	0.40700000000000003	0.593	0	1	2	0.11906577693040993	0.8554794520547946	0.02917063870352717	0.15148514851485148	0.01325071496663489	0.06465116279069767
BRCC3	951	0.0	0.5	0.0	0.5	0.0	1.0	0.0	0.0	0.75	0.694530763543	0.7509999999999999	0.0	2.0	4.0	0.01982081978910648	1.0	0.8183306055646481	0.9823967763906741	623168.3129337237	446.80162767039667	0.021434840720857704	0.00011893055113043315	50.0	0.066	0.5250000000000001	0.4089999999999998	0.5910000000000002	2	1	0	0.6930409914204004	0.9999046711153481	0.00657769304099142	0.05519999999999999	0.01344137273593899	0.06527777777777778
BCL6	2121	0.018867924528301886	0.05660377358490566	0.018867924528301886	0.7924528301886793	0.05660377358490566	0.97900501800652	0.11320754716981132	0.0	0.8749120645018056	0.6352246896233333	0.6018867924528299	0.0	21.0	26.0	0.12521913348359628	0.9732681805116412	0.057487783845932734	0.2172734304850749	88373.85	374.0	0.02436231	0.0010438948076077028	115.0	0.132	0.45599999999999996	0.41200000000000003	0.588	2	1	0	0.3559580552907531	0.9999046711153481	0.01344137273593899	0.09591836734693879	0.013822688274547187	0.06682027649769585
EIF4A2	1224	0.0	0.0	0.0	0.5833333333333334	0.0	1.0	0.16666666666666666	0.16666666666666666	0.8595824360039367	0.4965309525815714	0.92925	0.08333333333333333	7.0	12.0	0.5157297576070139	1.0	0.026207511072673436	0.12164764596633534	449980.0	384.0	0.02513656	0.00011248107965976367	57.0	0.087	0.49799999999999994	0.41500000000000004	0.585	2	1	0	0.567302192564347	0.9999046711153481	0.00896091515729266	0.07230769230769231	0.014585319351763585	0.06968325791855205
SDHA	1995	0.0	0.075	0.025	0.85	0.0	1.0	0.025	0.0	0.8838668045190109	0.5227201339104706	0.8268249999999998	0.025	34.0	40.0	0.016853175138196036	1.0	3e-05	0.00034242939528906336	1040169.0	530.0	0.02431387	0.0004176348928222018	83.0	0.196	0.389	0.41500000000000004	0.585	0	1	0	0.17511916110581507	0.9719576719576721	0.024404194470924692	0.14041450777202075	0.014585319351763585	0.06968325791855205
NFKBIA	954	0.1	0.0	0.0	0.4	0.0	1.0	0.35	0.15	0.6945070420328813	0.533032980466875	0.69555	0.0	2.6666666666666665	6.0	1.0	1.0	0.24764735017335315	0.5933010202800015	416091.5	125.0	0.03094456	0.0008650640869355204	126.0	0.074	0.5109999999999999	0.41500000000000015	0.5849999999999999	2	1	0	0.6485224022878933	0.9999046711153481	0.008198284080076262	0.06771653543307085	0.014680648236415638	0.06968325791855205
IRF4	1356	0.06451612903225806	0.0	0.0	0.9032258064516128	0.0967741935483871	0.9646754996157288	0.03225806451612903	0.0	0.929972121980486	0.5343501740785356	0.5253548387096775	0.0	9.333333333333334	9.666666666666666	1.0	0.07270358934774218	0.024121960632960248	0.012883065417715526	208360.2	631.0	0.04831137	2.1518664034257508e-05	21.0	0.46900000000000003	0.11499999999999999	0.4159999999999999	0.5840000000000001	1	1	0	0.006863679694947568	0.11249999999999999	0.3228789323164919	0.6091726618705036	0.014680648236415638	0.06968325791855205
BRD4	4089	0.03448275862068965	0.011494252873563218	0.011494252873563218	0.8045977011494253	0.0	1.0	0.11494252873563217	0.02298850574712644	0.9125488056955988	0.4968160618435287	0.5936666666666668	0.0	17.5	21.0	0.8503401360544217	1.0	0.0	0.0001251292546497022	557083.2	381.0	0.02000247	0.00016227991249260744	65.0	0.242	0.338	0.41999999999999993	0.5800000000000001	0	1	0	0.10028598665395616	0.7969696969696971	0.035271687321258335	0.16999999999999998	0.01563393708293613	0.07387387387387388
TEK	3375	0.0	0.06666666666666668	0.0	0.6	0.0	1.0	0.3333333333333333	0.0	0.7353432416431886	0.586666502989	0.795	0.0	9.0	15.0	0.6501950585175552	1.0	0.03145148608271741	0.1402518963585271	116737.6	387.0	-0.02780614	0.00016780933013988778	10.0	0.072	0.5069999999999999	0.42100000000000015	0.5789999999999998	2	1	0	0.6611058150619638	0.9999046711153481	0.008484270734032413	0.06899224806201552	0.015824594852240227	0.07443946188340805
BARD1	2334	0.040816326530612235	0.020408163265306117	0.0	0.6326530612244898	0.0	1.0	0.08163265306122447	0.22448979591836732	0.8049460756152301	1.0457569279095806	0.5701632653061224	0.0	10.333333333333334	15.666666666666664	0.8880994671403197	1.0	0.031068443781650974	0.138924492631271	310873.7	948.0	0.01111842	0.0017042758351843439	256.0	0.10800000000000001	0.46299999999999997	0.42900000000000005	0.571	2	1	0	0.459485224022879	0.9999046711153481	0.012297426120114394	0.08896551724137931	0.01811248808388942	0.08482142857142858
PAX5	1176	0.0	0.02631578947368421	0.02631578947368421	0.7894736842105263	0.07894736842105263	0.9690396871254084	0.13157894736842105	0.0	0.8507990827612762	0.4872611788566665	0.7374999999999999	0.02631578947368421	30.0	38.0	0.244140625	0.14395	0.00045	0.0006895274825402909	429504.4	542.0	0.03448425	1.0277862739101723e-06	8.0	0.231	0.33899999999999997	0.43000000000000005	0.57	0	1	2	0.11582459485224025	0.8437500000000002	0.035271687321258335	0.16999999999999998	0.018493803622497616	0.08584070796460176
ETV1	1434	0.0	0.0	0.0	0.935483870967742	0.0967741935483871	0.9662490161715152	0.06451612903225806	0.0	0.9039270785505374	0.5671791249231035	0.6588387096774194	0.0	29.0	31.0	1.0	0.09126	0.00032	0.0003341205941003287	46433.85	989.0	-0.01588177	0.00011043158172196418	18.0	0.409	0.161	0.43000000000000005	0.57	0	1	0	0.013632030505243087	0.1986111111111111	0.17035271687321255	0.41365740740740736	0.018493803622497616	0.08584070796460176
PIK3CB	3213	0.0	0.1	0.0	0.6666666666666666	0.0	1.0	0.2333333333333333	0.0	0.7607494993510178	0.60618671617345	0.6887000000000001	0.0	20.0	30.0	0.4587155963302753	1.0	0.13713658804168952	0.4095965245222735	281611.3	424.0	0.02563789	2.448028305241983e-05	22.0	0.07799999999999999	0.48999999999999994	0.43200000000000005	0.568	2	1	0	0.6236415633937082	0.9999046711153481	0.009818875119161106	0.07686567164179105	0.019065776930409915	0.0881057268722467
TGFBR1	1512	0.0	0.1111111111111111	0.0	0.5555555555555556	0.0	1.0	0.1111111111111111	0.2222222222222222	0.8597933880952318	0.2914680157046	0.8214444444444444	0.0	5.0	9.0	0.6535947712418301	1.0	0.4224757076468103	0.7864906339382538	201434.8	211.0	0.02963181	0.006598149967583521	174.0	0.07500000000000001	0.491	0.43399999999999994	0.5660000000000001	2	1	0	0.636510962821735	0.9999046711153481	0.009628217349857006	0.07686567164179105	0.019351763584366063	0.08831168831168829
AXIN1	2589	0.060606060606060615	0.12121212121212123	0.0	0.7575757575757576	0.0	1.0	0.060606060606060615	0.0	0.88279954159557	1.0414467671491998	0.5515151515151514	0.0	8.333333333333334	10.333333333333334	0.057231156641675725	1.0	0.02458452158520995	0.11568586483255215	1444992.0	205.0	0.04011333	0.00029603533551962336	58.0	0.079	0.48600000000000004	0.43499999999999994	0.5650000000000001	2	1	2	0.6118207816968542	0.9999046711153481	0.009914204003813156	0.07703703703703704	0.019351763584366063	0.08831168831168829
SPEN	10995	0.043478260869565216	0.07246376811594203	0.007246376811594203	0.7391304347826086	0.0	1.0	0.09420289855072464	0.043478260869565216	0.8597837027250804	0.7202666083863529	0.5328985507246377	0.0	14.571428571428573	18.857142857142858	0.12588116817724068	1.0	0.00081	0.006575965811341212	823686.3	169.0	0.02834717	3.5232234765931146e-05	32.0	0.129	0.43599999999999994	0.43500000000000005	0.565	2	1	0	0.3682554814108675	0.9999046711153481	0.016301239275500475	0.11032258064516128	0.019447092469018108	0.08831168831168829
MAP2K4	1200	0.0	0.08333333333333333	0.027777777777777776	0.7777777777777778	0.0	1.0	0.1111111111111111	0.0	0.860303152943082	0.4108309081663215	0.7635277777777776	0.0	28.0	36.0	0.28169014084507044	1.0	0.00134	0.010204214791125892	45833.92	583.0	-0.05217695	0.0001516293826497912	40.0	0.135	0.43	0.43500000000000005	0.565	0	1	0	0.3444232602478551	0.9999046711153481	0.016873212583412775	0.11265822784810128	0.019447092469018108	0.08831168831168829
MPL	1908	0.0	0.08695652173913042	0.021739130434782608	0.7826086956521741	0.17391304347826084	0.8710490642551528	0.10869565217391304	0.0	0.7590587479132407	1.1237598486913056	0.4698043478260869	0.0	36.0	46.0	0.27107617240444565	0.0	0.17879	2.544980678752413e-05	1088321.0	252.0	0.02706787	1.5425474358705875e-06	5.0	0.325	0.23900000000000002	0.43599999999999994	0.5640000000000001	0	1	1	0.037178265014299335	0.41808510638297874	0.07349857006673023	0.24554140127388538	0.019828408007626308	0.0892703862660944
PMS2	2589	0.017241379310344827	0.05172413793103448	0.017241379310344827	0.7241379310344828	0.0	1.0	0.15517241379310345	0.03448275862068965	0.8289815729551372	0.9374598400974524	0.5771724137931036	0.0	21.0	28.5	0.3834355828220859	1.0	0.12062726176115805	0.3757599480274069	623168.3129337237	446.80162767039667	0.021434840720857704	0.00012056424661844444	46.0	0.084	0.48	0.43600000000000005	0.564	2	1	0	0.5822688274547188	0.9999046711153481	0.01105815061963775	0.08345323741007195	0.019828408007626308	0.0892703862660944
CD79B	693	0.0	0.09090909090909093	0.13636363636363635	0.7727272727272727	0.18181818181818185	0.8848703331208349	0.0	0.0	0.7797350718202448	1.1686035510544115	0.5170909090909092	0.0	17.0	22.0	0.01033324722293981	0.022351363433169427	0.451050514081359	0.056427123986752765	1455216.0	404.0	0.02480486	1.9565986555038587e-05	8.0	0.267	0.293	0.43999999999999995	0.56	0	1	0	0.0757864632983794	0.691304347826087	0.04890371782650143	0.20274509803921567	0.020400381315538608	0.09071729957805906
BCORL1	5136	0.030303030303030307	0.05303030303030303	0.007575757575757577	0.696969696969697	0.022727272727272728	0.9920774018620092	0.21212121212121213	0.0	0.7796741635082949	0.8057528218614679	0.5211363636363636	0.0	18.4	25.6	0.09527439024390244	0.6081300000000001	0.008159999999999999	0.031291914260429377	389644.8	446.80162767039667	0.03824566	8.718647793682599e-07	10.0	0.11600000000000002	0.44399999999999995	0.44000000000000006	0.5599999999999999	2	1	0	0.4216396568160152	0.9999046711153481	0.014871306005719731	0.10196078431372547	0.020495710200190656	0.09071729957805906
PCBP1	1071	0.0	0.0	0.0	0.5	0.0	1.0	0.5	0.0	0.75	0.6406240228325	0.7245	0.0	2.0	4.0	1.0	1.0	0.16302575806977498	0.4587295509768601	686152.5	156.0	0.05189344	0.0010020824316996158	160.0	0.10300000000000001	0.45600000000000007	0.44099999999999995	0.559	2	1	0	0.4824594852240229	0.9999046711153481	0.01344137273593899	0.09591836734693879	0.020495710200190656	0.09071729957805906
INPP4B	2775	0.0	0.08333333333333333	0.05555555555555555	0.7777777777777778	0.1111111111111111	0.9405672578067116	0.08333333333333333	0.0	0.7958276850706586	0.8584145472312859	0.6068333333333332	0.0	28.0	36.0	0.12955045990413264	0.0024	0.10655	0.0023708894305994525	51591.62	807.0	0.0104269	5.0233742893632825e-06	2.0	0.21799999999999997	0.341	0.44100000000000006	0.5589999999999999	0	1	0	0.13717826501429933	0.9180124223602484	0.03469971401334605	0.16999999999999998	0.020495710200190656	0.09071729957805906
GLI1	3321	0.0	0.06349206349206349	0.0	0.7619047619047619	0.0	1.0	0.1746031746031746	0.0	0.8178197743387599	0.7243978354221667	0.5775238095238096	0.0	48.0	63.0	0.411522633744856	1.0	0.00143	0.01079661559363576	1347802.0	194.0	0.03196463	0.0002370266722632233	26.0	0.13899999999999998	0.41899999999999993	0.44200000000000006	0.5579999999999999	0	1	0	0.33222116301239274	0.9999046711153481	0.01925643469971401	0.12469135802469132	0.02068636796949476	0.09079497907949792
FAS	1008	0.0	0.10526315789473684	0.0	0.7368421052631579	0.0	1.0000000000000002	0.15789473684210525	0.0	0.8313773328738003	1.1632354068055717	0.570736842105263	0.0	14.0	19.0	0.3980891719745223	1.0	0.00039	0.003451251889347825	187493.8	375.0	0.0388362	0.0007239518895893934	99.0	0.11299999999999999	0.44499999999999995	0.44200000000000006	0.5579999999999999	2	1	0	0.43898951382268825	0.9999046711153481	0.014680648236415638	0.10131578947368423	0.02068636796949476	0.09079497907949792
ATR	7935	0.043478260869565216	0.026086956521739132	0.026086956521739132	0.8	0.0	1.0	0.10434782608695653	0.0	0.8919521568939652	0.7200233199260438	0.5785304347826086	0.0	15.333333333333336	18.33333333333333	0.8849557522123894	1.0	0.00103	0.008114542371042808	564755.9	403.0	0.0237615	0.00031330353257617453	97.0	0.177	0.379	0.44399999999999995	0.556	0	1	0	0.21858913250714967	0.9999046711153481	0.025834127740705436	0.14041450777202075	0.021258341277407056	0.09291666666666668
CBLB	2949	0.03333333333333333	0.0	0.0	0.9	0.1	0.962962962962963	0.03333333333333333	0.03333333333333333	0.9676992492528844	0.494926686267815	0.5130666666666667	0.0	13.5	14.5	1.0	0.3884329070433289	0.0477190303493033	0.09245688955831384	169365.4	628.0	0.0004933759	0.00016506815232995094	53.0	0.43099999999999994	0.125	0.44400000000000006	0.5559999999999999	0	1	0	0.010581506196377502	0.15857142857142856	0.2755004766444233	0.547348484848485	0.021353670162059104	0.0929460580912863
AXL	2685	0.10666666666666667	0.013333333333333334	0.02666666666666667	0.6933333333333334	0.04	0.9839591068770754	0.14666666666666667	0.013333333333333334	0.8585973580902523	0.8161435577700581	0.4732799999999999	0.0	5.777777777777778	7.4444444444444455	0.6009615384615384	0.44801440621742017	0.047388873092597865	0.10301863703490878	1180169.0	214.0	0.01469951	5.215080999939152e-05	17.0	0.16999999999999998	0.384	0.44599999999999995	0.554	0	1	0	0.2372735938989514	0.9999046711153481	0.02545281220209724	0.14041450777202075	0.02163965681601525	0.09341563786008229
FLT4	4092	0.03773584905660377	0.009433962264150943	0.009433962264150943	0.8301886792452831	0.02830188679245283	0.991635051547154	0.08490566037735849	0.02830188679245283	0.9248926534832104	0.7638624469148525	0.4998773584905661	0.0	17.6	20.4	0.9784735812133072	0.53114	0.0	6.982183251926293e-05	855370.0	515.0	0.01347333	0.0002621094790810143	18.0	0.31399999999999995	0.24	0.44600000000000006	0.5539999999999999	0	1	0	0.04223069590085796	0.44747474747474747	0.07330791229742611	0.24554140127388538	0.02163965681601525	0.09341563786008229
PTPRS	5847	0.0	0.0	0.02127659574468085	0.8085106382978723	0.0	1.0	0.1702127659574468	0.0	0.8830588322548877	0.6461699027482894	0.5938297872340426	0.0	38.0	47.0	0.7818608287724785	1.0	1e-05	0.0001251292546497022	1002562.0	262.0	0.02566886	0.00010930615224226354	29.0	0.201	0.35200000000000004	0.44699999999999995	0.553	0	1	0	0.16682554814108674	0.9719576719576721	0.03164918970448045	0.15961538461538458	0.021830314585319352	0.09346938775510205
BCL2L12	1005	0.1	0.05	0.0	0.7	0.15	0.9107950720287574	0.1	0.05	0.8437066199654226	0.8617461502837144	0.5164	0.0	4.666666666666667	6.0	0.5984440454817475	0.060694343287205625	0.07611070648215586	0.02946065985815428	1733181.0	195.0	0.03613892	3.0694639845049636e-06	5.0	0.30700000000000005	0.246	0.44699999999999995	0.553	0	1	0	0.04509056244041945	0.4637254901960785	0.06949475691134414	0.23980263157894738	0.021830314585319352	0.09346938775510205
PRKDC	12386	0.26153846153846155	0.06923076923076922	0.030769230769230767	0.5230769230769231	0.0	1.0	0.038461538461538464	0.038461538461538464	0.8689335731310095	0.9967042588413824	0.3016384615384615	0.038461538461538464	1.9428571428571428	2.7428571428571433	0.013611738763509651	1.0	0.4608294930875576	0.8178466209918748	902698.5	459.0	0.0268238	0.0018560895215442327	223.0	0.152	0.39499999999999996	0.45300000000000007	0.5469999999999999	0	1	0	0.2872259294566253	0.9999046711153481	0.0234509056244042	0.13743016759776538	0.023069590085796	0.09837398373983743
FAM175A	1230	0.0	0.0	0.0	0.5882352941176471	0.0	1.0	0.29411764705882354	0.1176470588235294	0.8041408282291109	0.8555554789554	0.6990000000000001	0.0	10.0	17.0	1.0	1.0	0.02515470141369422	0.11779218355306148	275241.1	378.0	0.02932436	2.505384645936676e-05	16.0	0.078	0.46799999999999997	0.45400000000000007	0.5459999999999999	2	1	0	0.6175405147759772	0.9999046711153481	0.011820781696854145	0.0879432624113475	0.023355576739752144	0.09919028340080971
ELF3	1116	0.0	0.0	0.0	0.5625	0.0	1.0	0.3125	0.0625	0.7576597655573916	0.8185668852135555	0.720125	0.0625	9.0	16.0	0.4450378282153983	1.0	0.08076239702794379	0.283980278234295	751932.9	168.0	0.03068008	5.501481461181858e-05	26.0	0.063	0.47800000000000004	0.45899999999999996	0.541	2	1	0	0.7176358436606292	0.9999046711153481	0.01105815061963775	0.08345323741007195	0.02469018112488084	0.10401606425702811
TSHR	2295	0.13953488372093026	0.02325581395348837	0.0	0.7906976744186046	0.06976744186046513	0.9735140509532352	0.0	0.02325581395348837	0.9552280752856428	0.7675158100883235	0.5204651162790697	0.02325581395348837	4.857142857142857	5.285714285714286	0.5595970900951315	0.1768966122883326	0.010331539089378144	0.013350254047316051	214327.5	492.0	-0.009590797	8.085926046510041e-05	27.0	0.476	0.065	0.4590000000000001	0.5409999999999999	1	1	1	0.00667302192564347	0.11111111111111112	0.5778836987607245	0.7862113402061857	0.02469018112488084	0.10401606425702811
KDM5A	5073	0.06329113924050632	0.0759493670886076	0.0	0.6962025316455697	0.0	1.0	0.13924050632911392	0.02531645569620253	0.8484195411185226	0.4987956469468545	0.6295189873417724	0.0	9.166666666666666	12.333333333333336	0.3968253968253968	1.0	0.04974629390110437	0.1990259333699408	305932.6	480.0	0.02714222	5.634565042408292e-06	22.0	0.074	0.465	0.46099999999999997	0.539	2	1	0	0.6485224022878933	0.9999046711153481	0.012011439466158246	0.08811188811188811	0.025166825548141092	0.10560000000000001
MSH6	4083	0.037383177570093455	0.037383177570093455	0.0	0.7383177570093458	0.0	1.0	0.18691588785046728	0.0	0.8363606673049699	0.8273102345017853	0.5763738317757009	0.0	15.8	20.6	0.7892659826361483	1.0	0.06434592368573451	0.2408777873324417	488224.5	587.0	0.03151994	6.256442715146958e-05	64.0	0.08600000000000001	0.45099999999999996	0.4630000000000001	0.5369999999999999	0	1	2	0.5709246901811249	0.9999046711153481	0.014013346043851288	0.09865771812080537	0.02545281220209724	0.10637450199203188
PNRC1	984	0.0	0.1111111111111111	0.0	0.6666666666666666	0.0	1.0	0.16666666666666666	0.05555555555555555	0.8453257489920054	0.9308728918896668	0.6088888888888889	0.0	12.0	18.0	0.07376263185070442	1.0	0.03643119967940545	0.15710334574736645	307937.4	375.0	0.02941576	2.1110913550746674e-05	15.0	0.045	0.48999999999999994	0.4650000000000001	0.5349999999999999	2	1	0	0.8468064823641563	0.9999046711153481	0.009818875119161106	0.07686567164179105	0.026024785510009533	0.10790513833992094
UPF1	3357	0.0	0.0	0.0	0.625	0.0	1.0	0.25	0.125	0.9166666666666666	0.31698595291520004	0.844875	0.0	5.0	8.0	1.0	1.0	0.03417167851284855	0.14954750176491627	1302747.0	189.0	0.02709512	0.0003963460259973112	110.0	0.11299999999999999	0.4210000000000001	0.46599999999999997	0.534	0	1	0	0.43898951382268825	0.9999046711153481	0.018589132507149667	0.12111801242236025	0.026024785510009533	0.10790513833992094
SAMHD1	1881	0.0	0.0	0.0	0.42857142857142855	0.0	1.0	0.2857142857142857	0.2857142857142857	0.7964530359382728	0.93870402186	0.7879999999999999	0.0	3.0	7.0	1.0	1.0	0.2446782481037436	0.5891390273017227	817783.0	225.0	0.0468311	0.00012457465136953027	51.0	0.067	0.4640000000000001	0.46899999999999986	0.5310000000000001	0	1	0	0.6869399428026692	0.9999046711153481	0.012106768350810296	0.08819444444444445	0.026596758817921833	0.10933852140077821
BRCA1	5655	0.04901960784313725	0.04901960784313725	0.0196078431372549	0.7843137254901961	0.0	1.0	0.05882352941176471	0.0392156862745098	0.8999309745540859	1.1279034567661248	0.6134705882352939	0.0	13.333333333333336	16.166666666666668	0.4791566842357451	1.0	0.0	0.0001251292546497022	1466229.0	201.0	0.02652095	0.01162864260098368	560.0	0.199	0.332	0.469	0.531	0	1	2	0.1699714013346044	0.9719576719576721	0.036796949475691135	0.17466063348416289	0.026596758817921833	0.10933852140077821
ALK	4863	0.060606060606060615	0.05303030303030303	0.015151515151515154	0.8333333333333334	0.022727272727272728	0.9936257252460068	0.022727272727272728	0.015151515151515154	0.9271132904099856	0.6662254083964274	0.5808636363636364	0.0	12.222222222222221	13.777777777777779	0.17286084701815038	0.89051	1e-05	0.00011246149638429029	202198.4	882.0	0.01878041	0.00015537127669411593	62.0	0.37300000000000005	0.15700000000000003	0.47	0.53	0	1	1	0.021163012392755004	0.28374999999999995	0.17855100095328885	0.42471655328798186	0.026787416587225932	0.10933852140077821
KDM5C	4683	0.04615384615384616	0.07692307692307693	0.030769230769230767	0.7846153846153846	0.0	1.0	0.061538461538461535	0.0	0.8925703717295289	0.6435977714657843	0.5755692307692308	0.0	12.75	15.5	0.047821720625508116	1.0	0.02234437145283103	0.10727936779284712	877206.7	446.80162767039667	0.08033672	9.738560877116848e-05	28.0	0.09	0.44000000000000006	0.47	0.53	0	1	2	0.5502383222116302	0.9999046711153481	0.01534795042897998	0.10454545454545455	0.026787416587225932	0.10933852140077821
ZFHX3	11112	0.09574468085106384	0.0425531914893617	0.010638297872340424	0.6914893617021277	0.031914893617021274	0.9878532634191411	0.11702127659574467	0.0425531914893617	0.8754244736194248	0.5657851625154153	0.5451063829787234	0.0	6.5	8.5	0.3387533875338753	0.13800651027051294	0.05612302166348637	0.045392846082248486	122465.1	495.0	-0.01070845	5.085814750856156e-06	7.0	0.15599999999999997	0.369	0.4750000000000001	0.5249999999999999	0	1	0	0.2765490943755958	0.9999046711153481	0.027931363203050525	0.1487309644670051	0.027931363203050525	0.11356589147286822
GSK3B	1302	0.0	0.15	0.05	0.75	0.0	1.0	0.05	0.0	0.8656891065798795	0.3565160829954667	0.78895	0.0	15.0	20.0	0.2135383301302584	1.0	0.1111111111111111	0.3552471752595799	467052.2	421.0	0.01852239	0.0055445994564488855	262.0	0.10800000000000001	0.409	0.483	0.517	0	1	0	0.459485224022879	0.9999046711153481	0.02011439466158246	0.12787878787878787	0.03107721639656816	0.12586872586872586
PAK1	1662	0.16666666666666666	0.05555555555555555	0.0	0.6111111111111112	0.0	1.0	0.1111111111111111	0.05555555555555555	0.9366510388806776	0.4100602152187273	0.6485555555555556	0.0	2.75	3.75	0.7012622720897616	1.0	0.1238696890870804	0.3825746513579684	502767.0	479.0	0.02665401	0.0005334992320566364	68.0	0.135	0.381	0.484	0.516	0	1	0	0.3444232602478551	0.9999046711153481	0.025643469971401333	0.14041450777202075	0.03126787416587226	0.12615384615384617
PGR	2802	0.0	0.10526315789473684	0.0	0.7368421052631579	0.0	1.0000000000000002	0.10526315789473684	0.05263157894736842	0.9008804575298364	0.9200399401973572	0.591	0.0	14.0	19.0	0.09454476694714947	1.0	0.00434	0.02794908323997504	23388.81	962.0	-0.02486583	0.0003911442562515074	71.0	0.11200000000000002	0.403	0.485	0.515	0	1	0	0.4425166825548141	0.9999046711153481	0.021448999046711152	0.130635838150289	0.031458531935176365	0.12643678160919541
BTK	1980	0.037037037037037035	0.1111111111111111	0.0	0.7777777777777778	0.0	1.0	0.07407407407407407	0.0	0.8784125108904266	0.4990719477407619	0.7015925925925925	0.0	10.5	13.0	0.2968239833778569	1.0	0.03822776100003823	0.16301056231349287	374364.1	446.80162767039667	0.03747629	0.00038105673513778285	70.0	0.097	0.41600000000000004	0.487	0.513	0	1	0	0.5123927550047664	0.9999046711153481	0.019542421353670163	0.125	0.03193517635843661	0.12786259541984732
TNK2	3261	0.375	0.0	0.0	0.625	0.375	0.5904362833084088	0.0	0.0	0.8018796874098554	1.3354179398442	0.131	0.0	1.25	1.25	1.0	0.00011	0.984	0.001096596712300772	934411.7	285.0	0.04845904	0.0007505235692856296	70.0	0.384	0.127	0.489	0.511	0	1	0	0.01925643469971401	0.26933333333333326	0.2676835081029552	0.5369024856596558	0.0323164918970448	0.12889733840304182
ERCC3	2349	0.0	0.0	0.043478260869565216	0.8695652173913043	0.0	1.0	0.08695652173913042	0.0	0.9350753313834068	0.51139876425255	0.7019565217391304	0.0	20.0	23.0	0.7168458781362007	1.0	0.017302534821351332	0.08749722755854712	428615.9	175.0	0.02292127	0.00019083107938903392	45.0	0.128	0.38199999999999995	0.49	0.51	0	1	0	0.37197330791229744	0.9999046711153481	0.025643469971401333	0.14041450777202075	0.03317445185891325	0.1313207547169811
RARA	1389	0.07692307692307693	0.02564102564102564	0.0	0.7948717948717948	0.0	1.0	0.07692307692307693	0.02564102564102564	0.9320819222247134	0.5009798195780322	0.6393589743589744	0.0	7.75	9.0	0.8818342151675485	1.0	0.00473	0.030053616261742338	1350242.0	191.0	0.02301283	0.0009257312488657297	121.0	0.21000000000000002	0.3	0.49	0.51	0	1	0	0.15033365109628216	0.9533707865168539	0.04604385128693994	0.1995867768595041	0.03317445185891325	0.1313207547169811
